frax-share_price,date,frax_price
2.063462673869325,2024-10-23,0.9967755478789119
2.0085279605230197,2024-10-24,0.996979268666842
2.0075378508406603,2024-10-25,0.9983201224412587
1.8637488954943804,2024-10-26,0.9995185583851448
1.862810559824059,2024-10-27,0.9966101338335343
1.897349401818963,2024-10-28,0.9963122372864308
1.8993050455757494,2024-10-29,0.9969721331167064
1.9820506673006657,2024-10-30,0.9979047842321076
1.9375197449129655,2024-10-31,0.9949818186483613
1.8607102829652895,2024-11-01,0.9942157877342381
1.8181045808289733,2024-11-02,0.9968285476006452
1.776840760291121,2024-11-03,0.9966781313756773
1.6755188928798654,2024-11-04,0.996232758034411
1.6343176117796034,2024-11-05,0.9958925984323191
1.6635268540324826,2024-11-06,0.9952803782515522
1.9192676765902579,2024-11-07,0.9956856165273198
2.0545006563217716,2024-11-08,0.995038580359345
2.1182214557280004,2024-11-09,0.9960539069514482
2.1852193092114645,2024-11-10,0.9943081589785298
2.219772612242915,2024-11-11,0.9967537524079476
2.328858177984014,2024-11-12,0.9937928375231111
2.1845517480895955,2024-11-13,0.997255727495201
2.092111403065654,2024-11-14,0.9956914852624549
2.130647144927603,2024-11-15,0.9936427314379063
2.2181207372031886,2024-11-16,0.9945557822437161
2.296376542634873,2024-11-17,0.9958645769002047
2.234320073796211,2024-11-18,0.9964576987715095
2.5379056465727095,2024-11-19,0.9960804380985979
2.387895544372548,2024-11-20,0.9965435381511683
2.2869856187563116,2024-11-21,0.9968294999456692
2.416299539511598,2024-11-22,0.9955658262411865
2.468746445338164,2024-11-23,0.9961629519772348
2.6312654040030967,2024-11-24,0.9956289828836714
2.8907740817739693,2024-11-25,0.9970990507583584
3.0195248635743885,2024-11-26,0.99433355686673
3.0505842937882472,2024-11-27,0.996334884835488
3.256770428782047,2024-11-28,0.9974833983818698
3.151893618246442,2024-11-29,0.9950933727169782
3.0946215688458283,2024-11-30,0.9965106910652063
3.347069121411913,2024-12-01,0.9958552573922068
3.716004521398759,2024-12-02,0.995143103066911
3.5106679262726552,2024-12-03,0.996885455644876
3.977885760933832,2024-12-04,0.9957876132346591
4.776501128057769,2024-12-05,0.9945947612156905
4.61714330397719,2024-12-06,0.9973336681897793
4.667870392492309,2024-12-07,0.9959090773477326
4.526594380685814,2024-12-08,0.9950329058558657
4.568691111214621,2024-12-09,1.002840412592173
3.650846030290237,2024-12-10,0.9956996393920825
3.5944265324557785,2024-12-11,0.9937399504943689
3.8097331364096605,2024-12-12,0.9950098158322888
3.8932824525450664,2024-12-13,0.996240468991792
3.696567236184023,2024-12-14,0.996885126884348
3.465097866961048,2024-12-15,0.9952179955682446
3.532401465433154,2024-12-16,0.9955624537991931
3.4147060769776494,2024-12-17,0.9976359081652096
3.183445429502376,2024-12-18,0.9951879939739753
2.926524496593331,2024-12-19,0.9935586368445679
2.6816303636501164,2024-12-20,0.9941097431426346
2.6365290034038105,2024-12-21,0.9971583248916237
2.508981907957163,2024-12-22,0.9969299450762905
2.542573213931092,2024-12-23,0.9933939313956478
3.243589947443037,2024-12-24,0.9956706999220698
4.046390437932695,2024-12-25,0.9976877196218699
4.095702235078767,2024-12-26,0.9970424766261946
3.8473332314409507,2024-12-27,0.9957108250451172
3.9440574108244992,2024-12-28,0.9958476507430742
4.074969196359479,2024-12-29,0.9948068377982336
3.8640398443517987,2024-12-30,0.9960629614912878
3.667752936763803,2024-12-31,0.9956284397715999
3.5017795633125655,2025-01-01,0.9954416418275231
3.6043722509137788,2025-01-02,0.9943974728920686
3.913227062015481,2025-01-03,0.9948386043479674
3.892089984699661,2025-01-04,0.9955838795836233
3.7998065750741037,2025-01-05,0.9957805765690482
3.8163039694655,2025-01-06,0.994877103802403
3.998238671203954,2025-01-07,0.9968239442211768
3.378867259665294,2025-01-08,0.9958396454116557
3.2648382177978763,2025-01-09,0.9953385082054089
3.177322965806012,2025-01-10,0.9959416769752365
3.255652255643098,2025-01-11,0.9952837939840136
3.184792685158867,2025-01-12,0.9948713306337735
3.120714435755772,2025-01-13,0.9964438264797961
3.2984388360445926,2025-01-14,0.9972983781782077
3.38625396074951,2025-01-15,0.9966018847680167
3.4495451533523886,2025-01-16,0.9982978784667168
3.3266160550913475,2025-01-17,0.9975124262078348
3.663134047458221,2025-01-18,0.9955700399923597
3.275227643273737,2025-01-19,0.9960208101283392
2.9530460035448236,2025-01-20,1.000371533907712
2.963058998055673,2025-01-21,0.9932895082706643
3.003688314026884,2025-01-22,0.9995843977793842
2.7207926480543794,2025-01-23,0.994384005441521
2.751330466521297,2025-01-24,0.9966576515717784
2.689540936997957,2025-01-25,0.9975537494124922
2.7022051815886083,2025-01-26,0.9965189645944155
2.6615141797646586,2025-01-27,0.9950522965480748
2.557578434601872,2025-01-28,0.9979347563919294
2.350449587406595,2025-01-29,0.9969826716007273
2.4656115554654088,2025-01-30,0.9962978591806907
2.5918029191358856,2025-01-31,0.9954007480224693
2.5947008560992244,2025-02-01,0.9983920833359714
2.4094288808601463,2025-02-02,0.997111173303333
2.040393812896756,2025-02-03,0.9963986242460574
1.9093173300917368,2025-02-04,0.9965964587611196
1.7242792899616808,2025-02-05,0.9992565609446719
1.677798707773815,2025-02-06,0.9965055514211132
1.5794386228516564,2025-02-07,0.996669116400801
1.6293799164962477,2025-02-08,0.9975962069138629
1.6453649585366432,2025-02-09,0.9962281542987423
1.6834963901254385,2025-02-10,0.9979213765567432
1.6545026837282801,2025-02-11,0.9968821290383738
1.641513262557415,2025-02-12,0.9957447779276382
1.7987664618252666,2025-02-13,0.9975155346348838
1.7806855111929045,2025-02-14,0.9969639856205565
1.8394613736967895,2025-02-15,0.9968486454799598
1.7952469060784377,2025-02-16,0.9965293506716533
1.7729361569978621,2025-02-17,0.9967167131519956
1.8110145278212808,2025-02-18,0.9954421111212057
1.7653904002183216,2025-02-19,0.9959771977581241
1.7645145275580438,2025-02-20,0.995735028520403
1.9081263265983683,2025-02-21,0.9965262515187475
1.858461884025337,2025-02-22,0.9962408658902345
1.8920885845500903,2025-02-23,0.996562828138623
1.7774371788790504,2025-02-24,0.998393541750673
1.6180138536960393,2025-02-25,0.9938851135644288
1.5820800922659235,2025-02-26,0.996108320289977
1.601838587726615,2025-02-27,0.9959222831310788
1.6614723078901263,2025-02-28,0.9964334021105816
1.6247468239580691,2025-03-01,0.9961136023242283
1.5853017927498008,2025-03-02,0.9959013069290507
1.7624185308557807,2025-03-03,0.9963700778197113
1.5710576939777854,2025-03-04,0.9961226899853399
1.5129685008192397,2025-03-05,0.9962312423421098
1.559122341047787,2025-03-06,0.996791006378724
1.525542957378586,2025-03-07,0.996629312305279
1.5440811448725766,2025-03-08,0.9968199478270097
1.5108323853591614,2025-03-09,0.9975853819406175
1.423692044879605,2025-03-10,0.9978859662273108
1.3623686323514168,2025-03-11,0.9977307265147638
1.4409975731548725,2025-03-12,0.9978697794106597
1.4646413914885754,2025-03-13,0.9981985363759449
1.4185257906015407,2025-03-14,0.9982232580073354
1.63274573011291,2025-03-15,0.9986491156796303
1.8735867391813366,2025-03-16,0.9985995504807362
1.879823518239611,2025-03-17,0.9984824836746692
1.9580579715649482,2025-03-18,0.9988282173130529
1.9284698583348927,2025-03-19,0.9985915321328365
2.168304202626856,2025-03-20,0.9991460961666999
2.138738835659967,2025-03-21,0.9989440439833809
2.1104198558941256,2025-03-22,0.9988865528170762
2.0836438662576575,2025-03-23,0.9993027526095525
2.1179686080182405,2025-03-24,0.9993104315455152
2.144153331934106,2025-03-25,0.9991979982588419
2.261726000320966,2025-03-26,0.9994401681752367
2.2404370568933545,2025-03-27,0.9993025885444705
2.2287213091585265,2025-03-28,0.9991469293484228
2.078632187164981,2025-03-29,0.9993436991848109
1.9939560632130744,2025-03-30,0.9995790506572304
1.9910449480395955,2025-03-31,0.9992635268310596
1.9221418710299456,2025-04-01,0.9993519554137139
1.9512616522276336,2025-04-02,0.9992699152035075
1.8609815649961232,2025-04-03,0.9992475454869043
1.8923057895572384,2025-04-04,0.9990747971984832
1.8171081054555545,2025-04-05,0.998904988397267
1.7928331802448985,2025-04-06,0.9995000491055469
1.6045715303805888,2025-04-07,0.9994255467092703
1.6758547601323304,2025-04-08,0.9995321804263083
1.6418439113058692,2025-04-09,0.9992316045522326
1.7474187218286683,2025-04-10,0.9997255583829567
1.6957286630521757,2025-04-11,0.9996996504877227
1.7909282346555466,2025-04-12,0.999593855630665
1.8028368080059147,2025-04-13,1.0000221559433693
1.7179598852237288,2025-04-14,0.9993865458846954
1.7119585981711072,2025-04-15,0.9994737412211766
1.6561636449006605,2025-04-16,0.9998548942664318
1.6794257914422974,2025-04-17,0.9997247788977827
1.6672712946643826,2025-04-18,0.9997051194209841
1.6717924262177162,2025-04-19,0.9997729381382207
1.788796620887834,2025-04-20,0.9998130556096857
1.8424062056047479,2025-04-21,0.9999553192681659
1.8865414192439796,2025-04-22,0.9995934945010609
2.0174132548383,2025-04-23,0.9998909276497151
2.0990538971965864,2025-04-24,0.9997955160469999
2.2313353850972755,2025-04-25,0.9999706284753074
2.434800233749925,2025-04-26,1.0000480466037147
2.5987124940485713,2025-04-27,0.9997991092090819
2.4793239622240155,2025-04-28,0.9999220546565413
2.4747573589018295,2025-04-29,0.999973802017258
2.426815150026922,2025-04-30,0.9999507333139401
2.4098609906085127,2025-05-01,1.000100770255429
2.4345635865554014,2025-05-02,0.9997658209390097
2.4528480750077972,2025-05-03,1.0003265834909132
2.2152238404914817,2025-05-04,1.0002238139879895
2.220424629275526,2025-05-05,0.999930192115064
2.1526327445300013,2025-05-06,1.0004322817316822
2.080641926720613,2025-05-07,1.000160384873666
2.0270519724733376,2025-05-08,1.000101157353573
2.345340204554027,2025-05-09,1.0002124471401304
2.4547828163979006,2025-05-10,1.0003935621404108
2.775107881475248,2025-05-11,1.000440347743735
2.6992554047958244,2025-05-12,1.0004540888793987
2.717449052618059,2025-05-13,1.0000717097260121
2.943600447176763,2025-05-14,0.9999537686596842
3.1736938794383542,2025-05-15,0.9999317395704023
2.8787084564052594,2025-05-16,0.9997738246451959
3.017074932258,2025-05-17,0.9998309949665319
3.270854281131221,2025-05-18,0.9998146469610667
3.7583349328376996,2025-05-19,0.9999178544205618
3.9115897350889077,2025-05-20,0.9998664593791395
3.8640706651174543,2025-05-21,0.999992863910106
3.8053475336483564,2025-05-22,0.9997545073919151
3.595670435111428,2025-05-23,0.9999538275221569
3.0038950628673904,2025-05-24,0.999499067999686
3.204435709152434,2025-05-25,0.9994870776071939
3.1013177634594813,2025-05-26,0.999714708365058
3.4237906331660763,2025-05-27,0.9991930817450574
3.3475294035026257,2025-05-28,0.9995096215953566
3.209335501884022,2025-05-29,0.9998132405572913
3.109390831328663,2025-05-30,0.9988885256273632
2.8197519411656256,2025-05-31,0.9991592824502796
2.8486637292281194,2025-06-01,0.9996783619307446
2.9365473360109466,2025-06-02,0.9998870172746663
3.0424157194274937,2025-06-03,0.9998455811556068
3.0097701588456234,2025-06-04,0.9997853155962457
2.954794254979734,2025-06-05,0.9997516216195529
2.730573796768451,2025-06-06,0.9994217310493179
2.7511048303701235,2025-06-07,0.9996875818966732
2.810257921880199,2025-06-08,0.9997586836425554
2.7468337779628915,2025-06-09,0.9993625092992129
2.880023572837974,2025-06-10,0.9995334256121396
3.1157561211007647,2025-06-11,1.0001524085417783
2.9024902254459573,2025-06-12,0.9992580840353227
2.6968631890008514,2025-06-13,0.999102202857389
2.6383386877260735,2025-06-14,0.9993129571553615
2.6497487143923917,2025-06-15,0.9990730881634075
2.632761457924869,2025-06-16,0.9991125955026687
2.5912006688062355,2025-06-17,0.998973770409577
2.4759013517077872,2025-06-18,0.9987422597422418
2.367756712689227,2025-06-19,0.9990896171427489
2.366786452434491,2025-06-20,0.9991896918304282
2.2648369062000433,2025-06-21,0.9988091435219049
2.2241951910389837,2025-06-22,0.9992918509711548
2.160128216585874,2025-06-23,0.9991082633008579
2.3442564789969182,2025-06-24,0.9994220572272038
2.335977355286296,2025-06-25,0.999049123069019
2.0464867272522,2025-06-26,0.9991435221647178
2.021690504205174,2025-06-27,0.9989968997002366
2.0215747726028397,2025-06-28,0.9980683103946468
2.017545578457273,2025-06-29,0.9991846941620702
2.0710318548942674,2025-06-30,0.9991800932519884
2.0262440051289734,2025-07-01,0.9993350058928031
1.8945593535154168,2025-07-02,0.9985378643679707
2.050161479278476,2025-07-03,0.9991675501890012
2.0623212688921955,2025-07-04,0.9992080959624587
1.9604346912174995,2025-07-05,0.9988283673591266
1.9477702064765372,2025-07-06,0.9989054865553886
1.9593826511959425,2025-07-07,0.9985606956224904
1.9718823133081742,2025-07-08,0.9989794210171417
2.005666070670763,2025-07-09,0.999363443113581
2.07655054455301,2025-07-10,0.9996553710402178
2.2026784695349226,2025-07-11,0.9995111794576463
2.204352822982311,2025-07-12,0.9991796633587081
2.1846100959600343,2025-07-13,0.99930077514724
2.2823951439552084,2025-07-14,0.9996111612078654
2.309431437479159,2025-07-15,0.9987106658088092
2.465591880982671,2025-07-16,0.9995949300312434
2.749778844353606,2025-07-17,0.9994259733557063
3.3003041935385857,2025-07-18,0.9998422468695727
3.551500283164059,2025-07-19,1.00003635409289
3.8081144486457292,2025-07-20,0.9999651010666472
3.622493476155816,2025-07-21,0.9998171343980089
3.532991944472495,2025-07-22,0.999933824309788
3.771922657815721,2025-07-23,0.9999225257447388
3.6938889328894025,2025-07-24,0.9997266655784739
3.231750834106646,2025-07-25,0.9995832834051567
3.2091006941624367,2025-07-26,0.9994921927750303
3.5292871280874243,2025-07-27,0.9997012634646729
3.55821988121634,2025-07-28,0.9998374363041229
3.252838596979025,2025-07-29,0.9992484256602262
3.1357682329507677,2025-07-30,0.9994632620644824
3.1403916636308287,2025-07-31,0.9994921401864593
2.9706017326500715,2025-08-01,0.9974057549932621
2.8916689908699866,2025-08-02,0.9974110845884216
2.812257715322519,2025-08-03,0.9974024789143151
2.8971684004259037,2025-08-04,0.997666895741981
2.9357594865697587,2025-08-05,0.9979067993537298
2.563798216131688,2025-08-06,0.997725580359011
2.563798216131688,2025-08-06,0.9975911256229979
2.572639702207938,2025-08-06,0.997725580359011
2.572639702207938,2025-08-06,0.9975911256229979
